id,features
62155,"[-0.8746181130409241, 0.13332855701446533, -0.008050004951655865, 0.08451255410909653, -0.9285951256752014, -0.27872851490974426, -0.4370175898075104, 0.8481917381286621, -0.43627476692199707, 0.021338682621717453]"
64285,"[2.615540027618408, 1.2940963506698608, -1.0318663120269775, 0.26659300923347473, -0.32965874671936035, -0.07817007601261139, 1.0022155046463013, 0.23477673530578613, -0.18672838807106018, 0.09409351646900177]"
64575,"[1.7973952293395996, -1.1885569095611572, -0.20187169313430786, 2.6262617111206055, 0.2880629599094391, 0.7798969745635986, -1.7298619747161865, -0.6029350757598877, -0.7770589590072632, 1.2366703748703003]"
65435,"[-0.13638171553611755, 0.09471221268177032, -0.30178308486938477, -0.5033472776412964, -0.3219582140445709, 0.22547012567520142, 0.10046415776014328, -0.5187228918075562, -0.33439669013023376, 0.565209686756134]"
65685,"[0.6370283365249634, 0.5037493109703064, -0.6111352443695068, 1.2132490873336792, -1.4222207069396973, 1.5460550785064697, 0.6848247647285461, 0.23423688113689423, -0.38431814312934875, 1.8110878467559814]"
66335,"[-0.4532218277454376, 0.4858109951019287, 0.7585916519165039, 0.42567920684814453, -0.7240276336669922, 1.0220372676849365, 0.3814844489097595, 1.3326359987258911, 0.2248425930738449, -2.379662036895752]"
66385,"[0.06102268025279045, -2.158320665359497, -0.015517123974859715, 0.38945746421813965, 1.6145892143249512, 1.7389907836914062, 0.7382946610450745, 1.4830065965652466, 0.03294367715716362, 0.6635825037956238]"
67135,"[-0.041203103959560394, -0.19706548750400543, -1.4648607969284058, -0.021824676543474197, -1.3216558694839478, 0.6233711242675781, 0.6784119009971619, -0.9326288104057312, 1.6433452367782593, 0.3205382823944092]"
67255,"[0.4598220884799957, 1.5908299684524536, 2.258460760116577, 1.5558090209960938, 2.2514543533325195, 0.2406236231327057, 0.8450998663902283, -0.5447956919670105, 1.1135163307189941, 2.1153740882873535]"
68135,"[-0.542619526386261, -0.6010834574699402, 0.4439921975135803, -1.2389191389083862, 1.7079473733901978, -0.5970091819763184, 0.5516993999481201, -0.9470645785331726, -1.1822102069854736, 0.9634288549423218]"
68205,"[0.07451855391263962, 0.5412244200706482, -0.29908880591392517, -0.1466197818517685, -0.14692151546478271, 0.14072221517562866, 0.5208222270011902, 0.21147583425045013, -0.20692020654678345, -0.3488043546676636]"
69495,"[0.42655760049819946, -0.5398682355880737, -0.13082945346832275, 0.11115961521863937, -0.0800597295165062, -0.055633969604969025, -0.49690043926239014, 0.002557851606979966, -0.2867463529109955, 0.29958081245422363]"
69805,"[-2.688352108001709, 0.9132744073867798, -0.22841373085975647, 0.6999885439872742, -1.3052923679351807, -0.5147002935409546, 1.6400339603424072, 0.41665366291999817, 0.08958376199007034, 1.5914283990859985]"
70305,"[0.8932672142982483, 0.7706369757652283, 0.4795894920825958, -0.7411068677902222, 1.2430578470230103, 0.027340363711118698, -0.8425663709640503, 0.029805082827806473, 0.9065176844596863, -0.47276049852371216]"
71135,"[0.1260858029127121, -0.046758074313402176, 1.1650385856628418, 1.7286640405654907, 0.35205894708633423, 0.38970088958740234, -1.7822526693344116, 0.8121351003646851, 1.0445033311843872, -1.1415561437606812]"
71205,"[-0.09331437945365906, 0.2837538719177246, -0.11314046382904053, -0.12288562208414078, 0.20249781012535095, -0.34930112957954407, 0.10668835788965225, 0.23817923665046692, -0.1857973337173462, 0.01939602568745613]"
71535,"[-0.32642248272895813, -1.849794626235962, 2.293478488922119, 0.44841665029525757, 0.3548853099346161, 1.3128801584243774, 1.9507558345794678, -1.4779969453811646, -0.5722601413726807, -1.204748272895813]"
71745,"[-0.38576528429985046, -0.6303420066833496, -1.124693512916565, -0.5507922172546387, -0.3202773630619049, -0.2923603653907776, 1.8373438119888306, 0.31107980012893677, -1.1836923360824585, 1.3973129987716675]"
72395,"[0.47242578864097595, -0.019911834970116615, -2.075939178466797, 0.43335282802581787, 0.5483485460281372, 1.892391324043274, 0.09591101855039597, -0.5019180774688721, -0.7750830054283142, 1.1853314638137817]"
73015,"[-0.19242727756500244, -0.5774728059768677, 1.294872522354126, -0.5774599313735962, -0.616523027420044, -0.9599989652633667, 0.02745225839316845, 0.1802467256784439, 0.2757449448108673, 0.49517622590065]"
73885,"[0.7904555797576904, 0.36173197627067566, -1.8710037469863892, -0.5023540258407593, 0.26612767577171326, 1.6216424703598022, -1.1517738103866577, 0.18530350923538208, -1.4114385843276978, -0.5543503165245056]"
74275,"[-0.13739056885242462, 1.1204602718353271, 1.7760449647903442, 0.6265602111816406, 0.7867541909217834, 0.12149251997470856, -0.3645989000797272, -0.3065231442451477, 0.2403048425912857, 1.6802048683166504]"
74355,"[0.6557286977767944, -0.14707240462303162, -0.1684570461511612, 0.3354085385799408, -0.38603267073631287, 0.544066309928894, 1.0831644535064697, -0.08949553221464157, -1.5043368339538574, 0.4503106474876404]"
74545,"[0.9155192375183105, -0.2354205995798111, -1.845502257347107, -0.7377920150756836, 1.4437066316604614, -0.1748698651790619, -1.2005107402801514, 0.862045168876648, 1.8654661178588867, 1.3260430097579956]"
74795,"[-1.817213773727417, -1.4137471914291382, -0.5697177648544312, -0.5588988065719604, -1.8637689352035522, 1.451749563217163, 0.2438584864139557, 1.2347966432571411, -0.10828176140785217, -0.994696319103241]"
75805,"[-0.5639464259147644, -2.16074800491333, -0.06837335973978043, -1.0312705039978027, 0.19288285076618195, 0.19249889254570007, -1.1444852352142334, 0.579370379447937, -0.7307773232460022, 0.2793385684490204]"
75985,"[0.49416616559028625, 0.6125426888465881, 1.2242265939712524, 2.166119337081909, 0.5642762780189514, -0.2669376730918884, 1.745329737663269, -0.7568930983543396, 0.46464622020721436, -0.32658708095550537]"
76175,"[0.02519606426358223, 0.0013751680962741375, -0.30516907572746277, 0.06547454744577408, 0.33884385228157043, 0.16210554540157318, -0.18637186288833618, -0.12104950100183487, -0.1793002188205719, -0.2903631925582886]"
77455,"[1.2799140214920044, 0.2665601968765259, -1.3816837072372437, -2.112003803253174, -1.402207612991333, 1.5117789506912231, -0.04893464595079422, -0.9898862242698669, 0.5950495004653931, -0.12820549309253693]"
78105,"[1.916558861732483, -1.075464129447937, 1.9329495429992676, 0.20608235895633698, -1.3026338815689087, 1.3984962701797485, -0.6670294404029846, -0.793307900428772, -0.6270116567611694, -0.37857261300086975]"
78335,"[0.8891948461532593, 1.36257803440094, -1.2497093677520752, -0.11355572193861008, -1.5043120384216309, 1.144097924232483, 0.241812601685524, -0.3610761761665344, 0.8706464767456055, 1.4679144620895386]"
79185,"[-1.032724142074585, -1.6989800930023193, 0.09720174968242645, 0.7687010169029236, -0.33039194345474243, 0.18878284096717834, 2.170366048812866, -0.9035038948059082, 0.710286557674408, -0.3743016719818115]"
79695,"[1.803176999092102, -0.9778046607971191, 0.17017918825149536, -0.024824876338243484, -0.8957819938659668, 0.9037327766418457, -1.52621591091156, -0.3852364420890808, -2.2366130352020264, -0.4345696270465851]"
80615,"[0.21756230294704437, 0.14256729185581207, -1.0267537832260132, 0.8744201064109802, 1.0465484857559204, -1.1077138185501099, 0.7959696650505066, -0.9319480657577515, -0.41087275743484497, 0.5961691737174988]"
80775,"[-1.037927508354187, -0.7627801299095154, 1.4188871383666992, 0.8274253010749817, 0.032354459166526794, -0.963918924331665, -0.4963362216949463, -0.449251264333725, 0.40450534224510193, 1.5773124694824219]"
81845,"[-1.3657453060150146, -0.39191734790802, 2.353785514831543, -2.0087740421295166, -0.11500715464353561, -1.8601397275924683, -0.09784353524446487, 0.19053222239017487, 1.206086277961731, 1.3710862398147583]"
82095,"[-0.47995424270629883, -0.85799640417099, -0.8425836563110352, -0.2178913652896881, 0.7163207530975342, -1.3245586156845093, 0.7170585989952087, 0.08217756450176239, -0.9593966007232666, -0.6797493100166321]"
83835,"[-0.5401281118392944, 0.13811439275741577, -0.23707890510559082, 0.8691904544830322, 0.4479154050350189, 0.37110719084739685, 0.11092309653759003, 0.006105263251811266, 0.7091758847236633, -0.841556966304779]"
85585,"[-0.023676924407482147, -0.19330823421478271, -0.2771477997303009, -0.2622625231742859, 0.33312126994132996, 0.4257175028324127, -0.17897625267505646, 0.6420160531997681, -0.10393759608268738, -0.02299562841653824]"
85885,"[-1.0532630681991577, -1.593469500541687, 0.48207157850265503, 1.0078202486038208, 0.03862745687365532, -0.08029914647340775, -0.03140489384531975, 0.783715546131134, 0.5475648045539856, -0.6446319818496704]"
86295,"[-0.949587345123291, 1.019708514213562, -0.5153831839561462, 0.016785670071840286, 0.9460911750793457, -1.6838949918746948, -0.4977840483188629, -1.400209665298462, -1.58842134475708, -0.6094261407852173]"
86345,"[0.0894986242055893, 0.4996824264526367, -0.10835497081279755, 0.4687305986881256, -0.774869441986084, 0.4025225043296814, 1.3741726875305176, -1.476674199104309, 0.6894423365592957, 0.10238005965948105]"
86835,"[-0.5750334858894348, 0.16482828557491302, -0.19616974890232086, -0.4864141345024109, -0.27489668130874634, -0.9570041298866272, -0.20005512237548828, -0.857065737247467, -0.2597028911113739, 0.21297356486320496]"
87485,"[-0.6790576577186584, 0.6465083360671997, 0.6494683027267456, 0.32704707980155945, -0.12765952944755554, -0.1464046686887741, -0.23427292704582214, 0.24806064367294312, 0.18630656599998474, -0.5267139077186584]"
88125,"[1.0214585065841675, 0.7888202667236328, -1.1486692428588867, 1.9005416631698608, 2.0993263721466064, 1.5278446674346924, 1.299242615699768, 0.9198070168495178, 0.7829281091690063, 1.6558243036270142]"
88235,"[-1.6531398296356201, -1.6611870527267456, 0.09944146871566772, 1.733388900756836, -1.2277621030807495, 0.2949932813644409, -1.4728498458862305, 1.1489802598953247, 0.234535351395607, 0.19361713528633118]"
88405,"[2.2233502864837646, -0.5803424119949341, -0.40829622745513916, -0.3126465380191803, -1.9617433547973633, 1.255771279335022, 0.6879251003265381, -0.7995495796203613, -1.2104723453521729, 0.8752785325050354]"
88495,"[0.23170647025108337, -0.7952753305435181, 0.42536047101020813, 0.5105207562446594, -0.9461251497268677, -0.6447499990463257, -0.3481478691101074, 1.3052717447280884, -0.5808974504470825, 1.0636858940124512]"
88785,"[-0.9025393724441528, 0.6138513684272766, -0.20679311454296112, -0.2872249484062195, -0.20079587399959564, -1.7414054870605469, 1.4595023393630981, 1.2828847169876099, -0.4582787752151489, -0.10713829845190048]"
89085,"[0.7230691313743591, -1.1129313707351685, 0.5010979771614075, 0.3577631413936615, -0.036463163793087006, -0.07362445443868637, 0.2508239150047302, -0.2897416353225708, -0.1581866294145584, -0.3505697548389435]"
89745,"[-0.7456045150756836, -1.0559085607528687, -1.2587833404541016, 0.2853410542011261, 0.7196224927902222, 2.343921661376953, 0.5751537084579468, 0.4750508964061737, 0.6868581771850586, 0.23924721777439117]"
90405,"[-0.4070570170879364, -0.7927575707435608, -0.029930127784609795, -2.0716145038604736, -1.3767415285110474, -0.08606172353029251, 0.2572855055332184, 0.8552125692367554, -0.11420497298240662, 1.2968330383300781]"
91325,"[-1.4801499843597412, 0.6023998856544495, -1.5674567222595215, -0.3530917465686798, 0.3435327410697937, -1.3414760828018188, -0.6579124927520752, 0.1572694331407547, -0.40252992510795593, -1.8994545936584473]"
91355,"[-0.35017040371894836, -0.17934203147888184, -0.3905182480812073, 0.46994590759277344, -0.785310685634613, 0.36389315128326416, 0.5978751182556152, 1.0391075611114502, 0.04558338597416878, -0.07203733921051025]"
91485,"[1.0102347135543823, -0.27190256118774414, -0.9715209603309631, -0.363852858543396, 1.4501844644546509, 0.34807777404785156, 0.5346167683601379, 0.7429354190826416, 0.12676458060741425, 0.4839465022087097]"
91535,"[1.2353100776672363, -0.3442267179489136, -0.6138465404510498, -1.6373865604400635, 0.36503806710243225, 1.2514833211898804, -1.5710163116455078, -2.196274518966675, 1.2297266721725464, -2.855700969696045]"
91755,"[0.00906702596694231, 0.8980506062507629, -0.27545109391212463, -0.8059859275817871, -0.1301460713148117, -0.6577359437942505, -0.3757542073726654, 0.353036493062973, 0.6374490261077881, -1.001660943031311]"
93805,"[1.034379243850708, 0.43517976999282837, -1.460753321647644, -0.05674150586128235, -0.5463420152664185, -0.9568432569503784, 0.6907968521118164, 0.08801820874214172, 2.194539785385132, 0.8362686634063721]"
94015,"[-1.0221786499023438, 1.2864381074905396, 0.2332804650068283, -0.6432482600212097, -0.004390415735542774, -0.4388076961040497, -0.6942842602729797, -0.28692591190338135, -0.24998416006565094, 2.670220136642456]"
94325,"[-0.9128403067588806, -0.3266529142856598, 1.2496393918991089, -0.2580413520336151, 3.1362380981445312, -1.5216479301452637, -0.8225231766700745, -1.0899572372436523, -0.4901721179485321, -0.05976524204015732]"
95105,"[0.668973982334137, 0.09892373532056808, -1.133374571800232, 2.306858777999878, 0.11758872866630554, -1.6517530679702759, -3.406886339187622, -0.5891258120536804, 1.8774622678756714, -1.2030688524246216]"
95375,"[-1.2764427661895752, -0.03526963293552399, 1.8139952421188354, -0.35702329874038696, -1.967231035232544, 1.4321041107177734, -1.3457521200180054, -0.6150879859924316, 0.9201706051826477, 1.1832165718078613]"
95875,"[-2.175992250442505, 0.478416383266449, -0.4627001881599426, 0.6605492830276489, 0.46953919529914856, 0.6440056562423706, 1.186902642250061, 0.1379145383834839, -0.023633571341633797, -1.786574125289917]"
96075,"[1.4685580730438232, -0.8383682370185852, 0.7851536870002747, -1.6561079025268555, 1.5587742328643799, 0.3701185882091522, 0.24511252343654633, -0.8249616026878357, 0.8659378290176392, -0.7705054879188538]"
96415,"[0.7214170098304749, -0.19297410547733307, 0.1803121119737625, 1.2477896213531494, -0.6613292098045349, 0.7147887945175171, -1.59441077709198, 0.8574250340461731, 0.006019324529916048, -0.4144309461116791]"
96815,"[0.7702933549880981, 0.43782109022140503, -1.977026104927063, -1.1838349103927612, -0.6438668370246887, 0.10583420842885971, -0.08146332204341888, 0.7665619254112244, -1.1236681938171387, -0.09547606110572815]"
97225,"[-0.525402307510376, 0.9012590050697327, 0.3358062207698822, -0.8602026700973511, -0.5636618733406067, 0.2617824375629425, -0.3245140314102173, 2.5298855304718018, -0.1056896299123764, -0.24070952832698822]"
97455,"[0.3653402030467987, -0.7369195222854614, 2.536804437637329, 0.24113748967647552, 0.5539227724075317, 0.2565575838088989, 0.7695719003677368, -0.6413334012031555, 1.4683645963668823, -0.40898826718330383]"
98585,"[0.36621683835983276, -0.6237270832061768, -1.0254621505737305, -0.5998229384422302, -1.502905249595642, 0.3239031434059143, 1.4656643867492676, -0.632013738155365, 1.2245887517929077, 0.20376800000667572]"
98975,"[1.6484966278076172, 0.14503441751003265, -0.05067554861307144, -0.2615813612937927, -0.05511991307139397, 1.2610541582107544, -0.6516642570495605, 2.760279655456543, -1.6278210878372192, 0.2302844226360321]"
99145,"[-0.6368710994720459, 1.4845269918441772, -1.8125951290130615, -0.33750349283218384, 1.1124213933944702, 1.0508084297180176, 0.24932900071144104, -0.7840620875358582, -1.3382928371429443, 0.22617925703525543]"
100745,"[-0.723742663860321, 0.4160767197608948, -0.34137678146362305, -0.09169133752584457, 0.6042839884757996, 0.0724439024925232, -0.11115171760320663, -0.5510859489440918, -0.9623315334320068, -0.6195901036262512]"
101025,"[-2.3496861457824707, -0.08081632852554321, 2.706462860107422, -0.2513589560985565, 0.9609808921813965, -0.006083936896175146, 0.6637853980064392, 1.141474962234497, -0.1020495668053627, -1.111201286315918]"
101285,"[1.2011277675628662, 0.06649395078420639, 0.07331262528896332, 0.7166197299957275, 2.4258625507354736, 0.2363213747739792, -0.09754949808120728, -0.12866157293319702, 0.41162580251693726, 0.5335639119148254]"
101525,"[0.9096719026565552, 1.484661340713501, -1.6264467239379883, -1.4330579042434692, 0.6084458827972412, 1.8085365295410156, 1.1412163972854614, -0.6715784072875977, -1.7537673711776733, -0.6620855927467346]"
101895,"[-0.5113756060600281, -0.9056186676025391, -0.8263760805130005, 1.881974697113037, 0.19311511516571045, 1.3680086135864258, 0.0003759781538974494, 0.6416806578636169, 1.7798634767532349, -0.27355441451072693]"
102125,"[-0.9069331884384155, 0.4898948669433594, -1.3979663848876953, -0.8952920436859131, -1.6574047803878784, -1.627327799797058, 0.057286337018013, 1.3815925121307373, 0.3215920925140381, -0.4790637493133545]"
102445,"[-0.14767038822174072, 1.358734369277954, 1.1464293003082275, 0.05148499459028244, 2.710297107696533, -0.21566437184810638, 1.5793349742889404, 2.077355146408081, -1.4952993392944336, -0.4325534403324127]"
103055,"[-0.20858332514762878, -0.07654418796300888, 0.34894976019859314, 0.3419685661792755, -0.24026498198509216, 0.2055208384990692, 0.05547555536031723, -0.36456185579299927, -0.49297112226486206, -0.3084438443183899]"
103335,"[-0.2141215056180954, 0.8275871872901917, 1.0022401809692383, 0.6005128622055054, -3.353745222091675, -1.3358221054077148, -2.0496842861175537, -0.7477278113365173, 0.35838666558265686, -1.892686367034912]"
103655,"[-0.8663722276687622, 1.241494059562683, -1.3615845441818237, -2.4996588230133057, -0.6232602000236511, -1.235262393951416, 2.014295816421509, -0.36740225553512573, -0.042993202805519104, 1.0377616882324219]"
103685,"[1.3113456964492798, -0.9459402561187744, 0.45808374881744385, 1.4326980113983154, -0.8395340442657471, 1.2820547819137573, -0.2921028435230255, 2.2306151390075684, -1.2152459621429443, 0.3761938512325287]"
103755,"[-0.12947425246238708, 0.24227683246135712, 1.7055097818374634, -0.27363094687461853, -0.7120600342750549, -0.3344821035861969, -0.34490934014320374, -1.065852165222168, 1.634377360343933, -0.8637018203735352]"
104245,"[0.7722102999687195, -1.0020215511322021, 0.9741277098655701, -0.10741639137268066, -0.7060009837150574, 1.2508738040924072, -0.6446957588195801, -0.41725510358810425, -1.395951271057129, -0.5740389227867126]"
105355,"[-0.6358687281608582, 0.6619592905044556, 1.3589869737625122, -0.24123969674110413, -0.9979994893074036, -0.0501323938369751, -0.8594750761985779, 0.04639691859483719, 1.0876061916351318, 1.648358941078186]"
105585,"[-1.293732762336731, 1.3350582122802734, -0.7747682332992554, 0.0662308931350708, 1.3482640981674194, -1.9943857192993164, -0.6149367094039917, -1.6505979299545288, -1.9336488246917725, -0.6537502408027649]"
105835,"[-0.23220302164554596, 0.1455790251493454, -2.1656367778778076, -0.8309009075164795, 1.1832505464553833, -0.8845277428627014, -0.5966581106185913, -0.33188319206237793, 1.635368824005127, -0.30178794264793396]"
105855,"[-0.052621740847826004, 0.9973780512809753, -0.5717781186103821, 0.7068521976470947, -0.8209389448165894, -0.8541567325592041, -0.09752467274665833, 0.7909627556800842, -0.981034517288208, 1.1874034404754639]"
108825,"[0.9819943904876709, -0.6481945514678955, 0.05434262007474899, -0.5753244757652283, -0.7135012149810791, 0.3431383967399597, 0.5133288502693176, -0.1804150938987732, -0.17815059423446655, -0.8698238730430603]"
108945,"[-1.6531447172164917, 0.5437963008880615, -1.2289321422576904, -1.1168162822723389, 0.7332047820091248, -0.6115332841873169, -1.7066411972045898, 0.39758118987083435, -0.4351526200771332, 1.9301625490188599]"
110655,"[-1.3258026838302612, 0.6189781427383423, 0.07965636998414993, -0.27426907420158386, 0.24662093818187714, 0.09341888874769211, 0.7202033400535583, 0.42731860280036926, 0.7858074307441711, -0.8963222503662109]"
111235,"[0.7799739837646484, 2.310352325439453, 0.9040287137031555, -0.6611037850379944, 0.18252365291118622, -0.07793211191892624, -0.8920901417732239, -1.047830581665039, 0.0710599273443222, 1.315671443939209]"
112175,"[1.0779645442962646, -0.04474932700395584, -0.9953379034996033, -1.221193790435791, 3.822880506515503, -1.0368698835372925, -1.3781217336654663, -0.16087748110294342, 0.12848663330078125, -0.6333442330360413]"
113345,"[0.3235796093940735, -0.5452987551689148, 1.41544508934021, 0.6880607604980469, -0.5790760517120361, -0.020075468346476555, 1.4699223041534424, -1.249439001083374, -0.4617413580417633, -0.5194887518882751]"
114795,"[-1.0627902746200562, 1.888384461402893, -0.26502418518066406, 0.3814157545566559, -0.74662846326828, 2.7720417976379395, 0.001919338945299387, -0.6110472679138184, -0.253512978553772, 0.6826648712158203]"
114875,"[-0.46266108751296997, -0.044166333973407745, 0.12577907741069794, 0.11145894974470139, 0.006382469087839127, 0.17621435225009918, -0.20395757257938385, 0.12715990841388702, -0.22146187722682953, -0.33415859937667847]"
114935,"[0.15683215856552124, -0.25779810547828674, -2.5402400493621826, 0.05266740545630455, 0.20546704530715942, 2.479970693588257, -0.8218207955360413, -1.2699068784713745, 1.4244636297225952, -0.548477828502655]"
115685,"[0.5792672634124756, -0.3225957751274109, 1.0383715629577637, 0.09096081554889679, 0.9928670525550842, 2.059187412261963, 0.6471993923187256, 0.09592898935079575, -1.0325927734375, -1.6736613512039185]"
115965,"[-1.0412007570266724, 0.12880904972553253, -0.5246708393096924, -1.414304256439209, -0.6108874082565308, 0.40399640798568726, -3.3073644638061523, -0.2469700425863266, 0.26391366124153137, 1.4388861656188965]"
117895,"[-0.28847554326057434, -0.9284378290176392, 2.110365390777588, -0.8980193138122559, -0.9863579869270325, -1.5504144430160522, 0.02757456712424755, 0.2694339156150818, 0.43538743257522583, 0.8139725923538208]"
118985,"[-0.30202218890190125, -0.6453698873519897, -1.905355453491211, 0.6119773983955383, 1.421247959136963, 1.537682294845581, 1.8454902172088623, -0.277983158826828, 1.316988468170166, 0.5741947889328003]"
119145,"[0.8354910016059875, -0.7383558750152588, 1.083502173423767, -1.666805386543274, 0.6723682284355164, -1.6286373138427734, -2.6906235218048096, -2.020020008087158, 0.5977747440338135, -1.2059869766235352]"
119155,"[-0.6758033037185669, -0.3313581347465515, 0.8035866022109985, -1.5088974237442017, 0.7062761187553406, -1.0645058155059814, 0.2960590720176697, 0.6384660005569458, -0.2982947528362274, -0.9161467552185059]"
120305,"[0.2453247606754303, -0.2170831859111786, -0.7257570624351501, -1.0040453672409058, -0.4131871163845062, 1.9918595552444458, 0.31046757102012634, 1.1179320812225342, -0.00849541649222374, 0.8711860179901123]"
120625,"[-0.10699360072612762, 0.7877935171127319, -0.11368884891271591, 0.6853325366973877, 0.9399144053459167, 0.06104955077171326, 0.6706872582435608, -2.52315354347229, 1.4302747249603271, -0.07725906372070312]"
120635,"[0.574590802192688, 1.6241105794906616, 0.9308667778968811, 0.654127836227417, -1.2229163646697998, -1.2170263528823853, -0.7694337964057922, 2.0227155685424805, -0.39536455273628235, -1.0691497325897217]"
120805,"[-0.18095409870147705, 0.5380086898803711, 1.3436003923416138, -0.5315313339233398, -1.6424838304519653, 0.218780979514122, -1.1887985467910767, 0.08209455758333206, -1.297593116760254, 0.3193036615848541]"
121235,"[-0.3305284380912781, 0.6307336091995239, 0.7019705772399902, -0.3959890902042389, 0.27370238304138184, 0.8081456422805786, 0.10852281004190445, -0.39141586422920227, -0.7809149622917175, 0.5142604112625122]"
133195,"[-0.7323510050773621, -0.1016136035323143, 1.645967721939087, 0.2008102983236313, 0.5863332152366638, -0.13862299919128418, -0.775413453578949, 2.3271644115448, 1.9204000234603882, 1.413385272026062]"
133645,"[-0.5282273292541504, -0.816138744354248, -0.24457968771457672, -0.7952269315719604, 0.3731490671634674, -0.7556540966033936, -0.27722033858299255, 0.9149375557899475, -0.761682391166687, 0.899863064289093]"
134045,"[-0.010161428712308407, -0.42742690443992615, -0.038760706782341, -0.3733307123184204, 0.055506039410829544, 0.2704686224460602, -0.03814960643649101, 0.05645299702882767, 0.20828966796398163, 0.39549681544303894]"
134115,"[-0.30690717697143555, 1.139596939086914, 0.3664030134677887, 0.6166182160377502, 0.010525410063564777, -1.4726665019989014, 0.7899806499481201, -0.2630363404750824, -0.10868927091360092, 1.2057549953460693]"
135875,"[0.5514602065086365, 1.226599097251892, -0.7478747367858887, -0.6354093551635742, 0.22442053258419037, 1.2640552520751953, 0.7529022097587585, -0.6452714800834656, 0.7016375660896301, 1.6540846824645996]"
139195,"[2.160024881362915, -1.7763789892196655, 1.6486291885375977, -1.7277579307556152, 1.6861817836761475, -0.09283673763275146, -0.04531184211373329, -0.007376653142273426, 0.5682950019836426, -0.3559570014476776]"
139385,"[1.0496667623519897, -2.495110273361206, -0.589684247970581, 0.8412309885025024, -0.27469396591186523, -0.5817346572875977, -2.3360202312469482, 1.0382380485534668, 0.07394883781671524, 0.6282487511634827]"
139415,"[0.607639491558075, -0.0977741926908493, 0.7101287245750427, 1.4645227193832397, 0.17630116641521454, 0.9232175946235657, -1.0419373512268066, -1.0769377946853638, 1.2171024084091187, -0.8661370873451233]"
139655,"[-0.07287464290857315, 0.7047092318534851, -0.9718882441520691, -1.0485162734985352, 0.6485446095466614, 0.570340096950531, -1.3973159790039062, 1.1658427715301514, -1.5037308931350708, -1.1493161916732788]"
139855,"[-1.1045836210250854, 0.06333108246326447, -2.319267749786377, 0.6549583077430725, -0.8701801300048828, 0.9518715739250183, 0.7080997824668884, 2.1444878578186035, 0.2158728837966919, 0.2535061836242676]"
142115,"[1.0188956260681152, 1.405531883239746, -0.1868494302034378, 0.26279282569885254, 0.6194247007369995, 1.1558393239974976, -0.6691317558288574, 0.9361028075218201, -0.8250486850738525, 2.0068864822387695]"
142875,"[-0.5154847502708435, 1.0871706008911133, 0.635539174079895, 0.8182865977287292, 1.8655542135238647, 1.778658390045166, -1.6034401655197144, -0.3263804316520691, 0.8562117218971252, 0.34950965642929077]"
143345,"[0.7192902565002441, -0.6630125641822815, -0.009551871567964554, 0.07125688344240189, 0.4821135997772217, 0.968353807926178, 0.5828389525413513, -1.3831112384796143, -0.11258982867002487, 0.2982136905193329]"
143355,"[1.5745210647583008, -1.6321721076965332, -0.04277225583791733, 2.8867828845977783, -0.4442034661769867, -0.37936636805534363, 0.08638336509466171, 0.26863667368888855, -0.3731849491596222, 0.42875364422798157]"
143385,"[-0.1726873368024826, -2.2917537689208984, 1.2373197078704834, 0.8051638603210449, -1.920088529586792, -2.8579585552215576, -0.18362796306610107, -0.008101647719740868, -0.46554601192474365, -1.7547106742858887]"
145765,"[-1.079865574836731, 0.9301751255989075, -0.080466628074646, -2.067002296447754, 0.09608948230743408, 0.5250983238220215, 0.9460753798484802, 0.35355257987976074, -0.27725839614868164, -1.7570689916610718]"
145935,"[-0.20618011057376862, -0.5886870622634888, 0.4683951735496521, -1.1265583038330078, 0.40528547763824463, -0.7924068570137024, 0.1845249980688095, 0.26582714915275574, -0.40122202038764954, 1.8192698955535889]"
150615,"[0.11346282809972763, -0.3086729943752289, -0.3190285861492157, -0.2347627878189087, 0.15369439125061035, 0.26988649368286133, -0.019803915172815323, -0.17993566393852234, 0.042552605271339417, -0.09437107294797897]"
151605,"[-0.7978008389472961, -0.759640634059906, -0.5810553431510925, -1.1089808940887451, 0.1729898899793625, -0.6341257691383362, 1.7143651247024536, 2.3058080673217773, -1.2675795555114746, 0.7795467376708984]"
152065,"[1.4221247434616089, -0.12639795243740082, -0.19656257331371307, -0.6743718385696411, -1.170265555381775, -0.6200076341629028, 0.15598967671394348, -0.4564353823661804, 1.9468392133712769, -0.2798079252243042]"
152085,"[0.30350157618522644, -0.14499275386333466, -0.2867364287376404, 0.1791834831237793, -0.20312730967998505, 0.11944974958896637, 1.0765986442565918, 0.17859210073947906, -1.523375391960144, 0.5695049166679382]"
154915,"[0.7383929491043091, 1.144736409187317, 0.1983586847782135, 1.8759052753448486, -0.5516034960746765, 0.09069226682186127, -1.298304796218872, 0.5273770093917847, -0.561470627784729, -0.6175981163978577]"
155715,"[-1.2683779001235962, -1.6060789823532104, -0.04622168838977814, -1.1940261125564575, -0.3637869358062744, -0.735904335975647, -1.1823769807815552, 0.923866868019104, 0.12778925895690918, -1.4925649166107178]"
156605,"[-0.2414865642786026, 0.6295477151870728, 0.9731256365776062, -0.6048504114151001, 0.6184035539627075, -0.24932105839252472, 0.7904272079467773, 0.7018085718154907, -0.9782007336616516, -0.35770273208618164]"
